work_id,name,role,instrument
4968*,"Boehm, Edward",A,Clarinet
4968*,"Sohst, Adolf",A,Bassoon
4968*,"Schmitz, Henry",A,French Horn
6709*13,"Davison, Emily",S,Soprano
4599*,"Bergner, Frederick",S,Cello
4968*,"Rietzel, F.",A,Flute
4968*,"Ohlemann, L.",A,Oboe
4968*,"Boehm, Edward",A,Clarinet
4968*,"Sohst, Adolf",A,Bassoon
4968*,"Schmitz, Henry",A,French Horn
6709*13,"Davison, Emily",S,Soprano
4599*,"Bergner, Frederick",S,Cello
51057*,Chorus,S,Boys Choir
1855*,"Parepa-Rosa, Euphrosyne",S,Vocalist
5379*1,"Rosa, Carl",S,Violin
3163*,"Mehlig, Anna",S,Piano
9007*8,"Candidus, William",S,Tenor
9007*8,"Remmertz, Franz",S,Baritone
9007*8,Arion Choral Society,S,Mens Chorus
9007*8,Chorus,S,Womens Chorus
4096*11,Arion Choral Society,S,Mens Chorus
4096*11,Chorus,S,Womens Chorus
8863*6,"Czillag, Rosa",S,Soprano
8863*6,"Boehm, Edward",A,Clarinet
51051*,"Mills, Sebastian Bach",S,Piano
4441*1,"Czillag, Rosa",S,Soprano
8837*85,"Lichtmay, Louise",S,Soprano
3548*,"Krebs, Mary",S,Piano
52364*11,"Krebs, Mary",S,Piano
52364*11,"Vandenhoff, George",S,Reader
1847*1,"Hoffman, Richard",S,Piano
4994*1,"Hoffman, Richard",S,Piano
4997*,"Boehm, Edward",S,Bass Clarinet
4997*,"Goepel, August H.",A,Clarinet
4997*,"Drewes, John",A,Clarinet
4997*,"Friedrich, Louis",A,Bassoon
4997*,"Sohst, Adolf",A,Bassoon
5001*,"Bergner, Frederick",S,Cello
5001*,"Liesegang, Adolph",S,Cello
5001*,"Bergmann, Carl",S,Cello
5001*,"Hoch, Andreas",S,Cello
5006*,"Kellogg, Clara Louise",S,Soprano
51710*3,"Kellogg, Clara Louise",S,Soprano
2528*,"Krebs, Mary",S,Piano
9851*1,"Krebs, Mary",S,Piano
6709*13,"Krebs, Mary",S,Soprano
2068*,"Damrosch, Leopold",S,Violin
5013*1,"Krebs, Mary",S,Soprano
8957*4,"Gulager, Philipp D.",S,Vocalist
3548*,"Pruckner, Dionys",S,Piano
5016*1,"Gulager, Philipp D.",S,Vocalist
5020*,"Pruckner, Dionys",S,Piano
5024*,"Mills, Sebastian Bach",S,Piano
3888*12,"Corradi, Henriette",S,Soprano
2229*,"Sarasate, Pablo De",S,Violin
5033*1,"Corradi, Henriette",S,Soprano
2956*5,"Remmertz, Franz",S,Baritone
551*,"Mehlig, Anna",S,Piano
5043*1,"Remmertz, Franz",S,Baritone
5048*,Liederkranz of the City of New York,S,Mens Chorus
4419*,"Bergner, Frederick",S,Cello
5051*,Liederkranz of the City of New York,S,Mens Chorus
948*21,"Sterling, Antoinette",S,Vocalist
51061*,"Hoffman, Richard",S,Piano
5066*7,"Sterling, Antoinette",S,Vocalist
5066*7,"Timm, Henry C.",A,Piano
5066*8,"Sterling, Antoinette",S,Vocalist
5066*8,"Timm, Henry C.",A,Piano
5066*15,"Sterling, Antoinette",S,Vocalist
5066*15,"Timm, Henry C.",A,Piano
2528*,"Rubinstein, Anton",S,Piano
9273*,"Rubinstein, Anton",S,Piano
3450*,"Drasdil, Anna",S,Contralto
3450*,"Timm, Henry C.",S,Piano
2068*1,"Walter, Benno",S,Violin
5091*,"Drasdil, Anna",S,Contralto
5091*,"Timm, Henry C.",A,Piano
5095*,"Drasdil, Anna",S,Contralto
5095*,"Timm, Henry C.",A,Piano
3181*,"Mills, Sebastian Bach",S,Piano
51095*,"Urso, Camilla",S,Violin
3888*39,"Speigler, Carl",S,Bass
5112*,"Bergner, Frederick",S,Cello
51710*3,"Corradi, Henriette",S,Soprano
50731*,"Hoffman, Richard",S,Piano
51057*,Chorus,A,Womens Chorus
1671*,"Wieniawski, Henri",S,Violin
181*30,"Drasdil, Anna",S,Contralto
2873*,"Schiever, Ernst",S,Violin
53080*2,"Drasdil, Anna",S,Contralto
6709*13,"Gulager, Philipp D.",S,Vocalist
5131*1,"Gulager, Philipp D.",S,Vocalist
5138*,"Mills, Sebastian Bach",S,Piano
9027*2,"Mills, Sebastian Bach",S,Piano
5147*,"Mills, Sebastian Bach",S,Piano
52502*,"Wieniawski, Henri",S,Violin
8858*1,"Wieniawski, Henri",S,Violin
8858*2,"Wieniawski, Henri",S,Violin
181*3,"Henne, Antonia",S,Mezzo-Soprano
1587*2,"Guyon, Emile",S,Piano
1587*3,"Guyon, Emile",S,Piano
5159*,"Henne, Antonia",S,Contralto
5159*,"Reiff, Anton, Sr.",A,Piano
5163*,"Henne, Antonia",S,Contralto
5163*,"Reiff, Anton, Sr.",A,Piano
1855*,"Murska, Ilma Di",S,Vocalist
3867*2,"Murska, Ilma Di",S,Vocalist
52364*,"Pope, William H.",S,Narrator
52364*,"Murska, Ilma Di",S,Vocalist
8957*15,"Donadio, Bianca",S,Vocalist
5180*,"Luckhardt, Lina",S,Piano
5187*1,"Donadio, Bianca",A,Vocalist
5187*1,"Meyer, Leopold",A,Violin
9029*6,"Luckhardt, Lina",S,Piano
5193*,"Luckhardt, Lina",S,Piano
3888*19,"Rosburgh, Ida",S,Vocalist
8955*13,"Rosburgh, Ida",S,Vocalist
8849*4,"Butman, E.",S,Vocalist
51710*3,"Butman, E.",S,Vocalist
551*,"Mills, Sebastian Bach",S,Piano
5112*,"Bergner, Frederick",S,Cello
5220*,"Damrosch, Leopold",S,Violin
1855*,"Borie, Annie J.",S,Vocalist
51046*,"Rive, Julia",S,Piano
5228*,"Rive, Julia",S,Piano
1389*,"Falk-Auerbach, Nannetta",S,Piano
5237*3,"Wachtel, Theodor",S,Tenor
5237*4,"Wachtel, Theodor",S,Tenor
4505*,"Falk-Auerbach, Nannetta",S,Piano
5245*,"Wachtel, Theodor",S,Tenor
52502*,"White, Joseph",S,Violin
8761*5,"White, Joseph",S,Violin
5253*,"Luckhardt, Lina",S,Piano
1855*,"Pappenheim, Eugenie",S,Soprano
8957*17,"Pappenheim, Eugenie",S,Soprano
3548*,"Rive, Julia",S,Piano
5264*,"Rive, Julia",S,Piano
4874*,"White, Joseph",S,Violin
8761*5,"White, Joseph",S,Violin
1587*,"Mills, Sebastian Bach",S,Piano
5271*,"Mills, Sebastian Bach",S,Piano
9001*1,"Pappenheim, Eugenie",S,Soprano
9001*1,"Bischoff, H. A.",S,Tenor
9001*1,"Remmertz, Franz",S,Baritone
52760*5,Liederkranz of the City of New York,S,Chorus
52760*5,Arion Choral Society,S,Mens Chorus
52760*5,New York Saengerrunde,S,Chorus
9003*16,Liederkranz of the City of New York,S,Chorus
9003*16,Arion Choral Society,S,Mens Chorus
9003*16,New York Saengerrunde,S,Chorus
1587*,"Essipoff, Annette",S,Piano
5067*,"Essipoff, Annette",S,Piano
5069*,"Essipoff, Annette",S,Piano
5081*,"Essipoff, Annette",S,Piano
2881*,"Vivien, Alfred",S,Violin
9029*2,"Essipoff, Annette",S,Piano
6529*7,"Essipoff, Annette",S,Piano
5085*,"Essipoff, Annette",S,Piano
5087*,"Essipoff, Annette",S,Piano
10702*,"Essipoff, Annette",S,Piano
4182*,"Vivien, Alfred",S,Violin
51089*,"Essipoff, Annette",S,Piano
3093*,"Lang, Boris J.",S,Piano
9006*18,"Bischoff, H. A.",S,Tenor
9006*8,"Bischoff, H. A.",S,Tenor
9006*8,"Steinbuch, Carl",S,Baritone
9006*19,"Bischoff, H. A.",S,Tenor
5276*,Oratorio Society of New York,S,Chorus
51015*4,Oratorio Society of New York,S,Mens Chorus
51015*7,Oratorio Society of New York,S,Chorus
2663*4,"Butman, E.",S,Soprano
51390*4,"Butman, E.",S,Soprano
51390*4,"Hall, A.",S,Soprano
51390*4,"Cranch, E.",S,Alto
51390*4,"Leggat, N. S.",S,Tenor
51390*4,"Nilsen, J. R.",S,Tenor
51390*4,"Stoddard, Alonzo E.",S,Baritone
51390*4,"Warner, G. P.",S,Bass
51390*5,"Butman, E.",S,Soprano
51390*5,"Hall, A.",S,Soprano
51390*5,"Cranch, E.",S,Alto
51390*5,"Leggat, N. S.",S,Tenor
51390*5,"Nilsen, J. R.",S,Tenor
51390*5,"Stoddard, Alonzo E.",S,Baritone
51390*5,"Warner, G. P.",S,Bass
51390*6,Oratorio Society of New York,S,Chorus
5573*,"Boekelman, Bernard",S,Piano
5573*,Oratorio Society of New York,S,Chorus
5573*,"Butman, E.",S,Soprano
5573*,"Hall, A.",S,Soprano
5573*,"Cranch, E.",S,Alto
5573*,"Leggat, N. S.",S,Tenor
5573*,"Nilsen, J. R.",S,Tenor
5573*,"Stoddard, Alonzo E.",S,Baritone
5573*,"Warner, G. P.",S,Bass
5291*,"Mills, Sebastian Bach",S,Piano
53752*3,"Hubbell, Ida",S,Soprano
53752*2,"Hubbell, Ida",S,Soprano
8837*85,"Hubbell, Ida",S,Soprano
2068*,"Damrosch, Leopold",S,Violin
52461*,"Pappenheim, Eugenie",S,Soprano
52461*,"Henne, Antonia",S,Mezzo-Soprano
52461*,"Simpson, George",S,Tenor
52461*,"Stoddard, Alonzo E.",S,Baritone
52461*,Oratorio Society of New York,S,Chorus
5310*,"Mills, Sebastian Bach",S,Piano
52502*1,"Lichtenberg, Leopold",S,Violin
5320*,"Bergner, Frederick",A,Cello
6709*13,"Wilde, Mathilde",S,Soprano
1847*,"Hoffman, Richard",S,Piano
4242*,"Wilde, Mathilde",S,Soprano
52364*2,"Pappenheim, Eugenie",S,Soprano
52364*5,"Pappenheim, Eugenie",S,Soprano
9006*6,"Pappenheim, Eugenie",S,Soprano
7417*,"Wilhelmj, August",S,Violin
7616*,"Wilhelmj, August",S,Violin
7417*,"Wilhelmj, August",S,Violin
7616*,"Wilhelmj, August",S,Violin
5339*,"Remenyi, Edouard",S,Violin
5352*1,"Galassi, Antonio F.",S,Vocalist
9120*,"Remenyi, Edouard",S,Violin
9116*,"Remenyi, Edouard",S,Violin
9003*9,"Galassi, Antonio F.",S,Baritone
3548*,"Pinner, Max",S,Piano
3548*,"Pinner, Max",S,Piano
1855*,"Hauk, Minnie",S,Soprano
5360*,"Hauk, Minnie",S,Soprano
5363*,"Hauk, Minnie",S,Soprano
53976*,Oratorio Society of New York,S,Chorus
53976*,"Hauk, Minnie",S,Soprano
53976*,"Drasdil, Anna",S,Contralto
53976*,"Simpson, George",S,Tenor
53976*,"Whitney, Myron William",S,Bass
7249*1,"Drasdil, Anna",S,Contralto
53646*,"Rummel, Franz",S,Piano
4713*,"Drasdil, Anna",S,Vocalist
7249*1,"Drasdil, Anna",S,Contralto
53646*,"Rummel, Franz",S,Piano
4713*,"Drasdil, Anna",S,Vocalist
8837*85,"Dow, Anna Granger",S,Vocalist
51046*,"Rummel, Franz",S,Piano
8948*8,"Dow, Anna Granger",S,Vocalist
9852*,"Dow, Anna Granger",S,Vocalist
2068*,"Wilhelmj, August",S,Violin
5320*,"Bergner, Frederick",A,Cello
8761*5,"Wilhelmj, August",S,Violin
2068*,"Wilhelmj, August",S,Violin
5320*,"Bergner, Frederick",A,Cello
8761*5,"Wilhelmj, August",S,Violin
551*,"Heim, Leonie Groessler",S,Piano
9256*,"Rummel, Franz",A,Piano
9256*,"Arnold, Richard",A,Violin
9256*,"Gramm, Emil",A,Viola
9256*,"Werner, Charles",A,Cello
9256*,"Lowack, Ferdinand",A,Contrabass
9256*,"Weiner, Eugene",A,Flute
9256*,"Boehm, Edward",A,Clarinet
9256*,"Piper, Carl",A,French Horn
8849*6,"Schirmer, Laura",A,Soprano
53853*,"Arnold, Richard",A,Violin
9485*12,New York Philharmonic Club,A,Ensemble
51015*5,New York Philharmonic Club,A,Ensemble
9858*,"Arnold, Richard",A,Violin
9858*,"Gantzberg, Julius",A,Violin
9858*,"Gramm, Emil",A,Viola
9858*,"Werner, Charles",A,Cello
9855*1,"Rummel, Franz",A,Piano
9855*3,"Rummel, Franz",A,Piano
9856*1,"Schirmer, Laura",A,Soprano
9786*,"Schirmer, Laura",A,Soprano
9859*3,"Arnold, Richard",A,Violin
9859*3,"Gantzberg, Julius",A,Violin
9859*3,"Gramm, Emil",A,Viola
9859*3,"Werner, Charles",A,Cello
9859*3,"Lowack, Ferdinand",A,Contrabass
6297*,"Rummel, Franz",A,Piano
6297*,"Arnold, Richard",A,Violin
6297*,"Gantzberg, Julius",A,Violin
6297*,"Gramm, Emil",A,Viola
6297*,"Werner, Charles",A,Cello
5594*2,"Dow, Anna Granger",A,Vocalist
9784*,"Weiner, Eugene",A,Flute
9785*,"Weiner, Eugene",A,Flute
9781*,New York Philharmonic Club,S,Ensemble
9729*,New York Philharmonic Club,S,Ensemble
9782*,"Rummel, Franz",A,Piano
9782*,"Arnold, Richard",A,Violin
9782*,"Werner, Charles",A,Cello
9786*,"Dow, Anna Granger",A,Vocalist
9787*,"Dow, Anna Granger",A,Vocalist
7124*,"Rummel, Franz",A,Piano
9012*4,"Rummel, Franz",A,Piano
9783*,New York Philharmonic Club,S,Ensemble
52295*,"Boekelman, Bernard",S,Piano
6361*,"Henne, Antonia",S,Mezzo-Soprano
6361*,"Winant, Emily",S,Contralto
6361*,Oratorio Society of New York,S,Womens Chorus
5375*,"Hoffman, Richard",S,Piano
9007*22,Oratorio Society of New York,S,Chorus
2974*,Oratorio Society of New York,S,Chorus
52461*,"Swift, Mary L.",S,Soprano
52461*,"Winant, Emily",S,Contralto
52461*,"Fritch, Christian",S,Tenor
52461*,"Stoddard, Alonzo E.",S,Baritone
52461*,Oratorio Society of New York,S,Chorus
9007*22,Oratorio Society of New York,S,Chorus
2974*,Oratorio Society of New York,S,Chorus
52461*,"Swift, Mary L.",S,Soprano
52461*,"Winant, Emily",S,Contralto
52461*,"Fritch, Christian",S,Tenor
52461*,"Stoddard, Alonzo E.",S,Baritone
52461*,Oratorio Society of New York,S,Chorus
9788*,New York Philharmonic Club,A,Ensemble
9788*,"Piper, Carl",A,French Horn
9788*,"Sohst, Adolf",A,Bassoon
9830*,"Murska, Ilma Di",A,Soprano
9830*,"Dulcken, Ferdinand",A,Piano
5618*,"Mills, Sebastian Bach",A,Piano
5618*,New York Philharmonic Club,A,Ensemble
5187*1,"Murska, Ilma Di",A,Soprano
5187*1,"Hill, John",A,Violin
52425*,New York Philharmonic Club,A,Ensemble
5379*,"Wilhelmj, August",S,Violin
9264*,"Wilhelmj, August",S,Violin
9266*1,Oratorio Society of New York,S,Chorus
9266*3,Oratorio Society of New York,S,Chorus
9265*,"Wilhelmj, August",S,Violin
50899*,"Henne, Antonia",S,Mezzo-Soprano
50899*,"Rice-Knox, Florence",S,Soprano
50899*,"Graff, Jacob",S,Tenor
50899*,"Stoddard, Alonzo E.",S,Baritone
9007*8,Oratorio Society of New York,S,Chorus
51832*6,"Rice-Knox, Florence",S,Alto
51832*6,"Wilhelmj, August",S,Violin
51015*7,Oratorio Society of New York,S,Chorus
6773*,New York Philharmonic Club,A,Ensemble
2106*,"Copleston, Florence",A,Piano
2106*,New York Philharmonic Club,A,Ensemble
9789*,"Henne, Antonia",A,Mezzo-Soprano
9790*,"Henne, Antonia",A,Mezzo-Soprano
6000*,"Henne, Antonia",A,Mezzo-Soprano
4259*,New York Philharmonic Club,A,Ensemble
7567*,"Drasdil, Anna",S,Contralto
7473*,"Drasdil, Anna",S,Contralto
7567*,"Drasdil, Anna",S,Contralto
7473*,"Drasdil, Anna",S,Contralto
54106*,"Rummel, Franz",S,Piano
9791*,New York Philharmonic Club,A,Ensemble
9128*,"Arnold, Richard",A,Violin
9128*,"Rummel, Franz",A,Piano
9793*1,"Remmertz, Franz",A,Baritone
9793*2,"Remmertz, Franz",A,Baritone
9792*,"Rummel, Franz",A,Piano
9792*,New York Philharmonic Club,A,Ensemble
7284*,"Thursby, Emma",S,Soprano
6709*14,"Thursby, Emma",S,Soprano
7284*,"Thursby, Emma",S,Soprano
6709*14,"Thursby, Emma",S,Soprano
8957*2,"Valleria, Alwina",S,Soprano
8957*2,"Galassi, Antonio F.",S,Vocalist
8834*4,"Valleria, Alwina",S,Soprano
9003*5,"Galassi, Antonio F.",S,Vocalist
53976*,Oratorio Society of New York,S,Chorus
53976*,"Thursby, Emma",S,Soprano
53976*,"Drasdil, Anna",S,Contralto
53976*,"Simpson, George",S,Tenor
53976*,"Remmertz, Franz",S,Bass
8917*,"Bock, Anna",A,Piano
8917*,New York Philharmonic Club,A,Ensemble
51461*3,New York Philharmonic Club,A,Ensemble
7121*3,New York Philharmonic Club,A,Ensemble
7714*,"Weiner, Eugene",A,Flute
7714*,"Bock, Anna",A,Piano
3482*,New York Philharmonic Club,A,Ensemble
1518*,"Fischer, Adolphe",S,Cello
9776*,"Fischer, Adolphe",S,Cello
7195*,"Fischer, Adolphe",S,Cello
9004*14,No Soloist,S,Other
1518*,"Fischer, Adolphe",S,Cello
9776*,"Fischer, Adolphe",S,Cello
7195*,"Fischer, Adolphe",S,Cello
9004*14,No Soloist,S,Other
3163*,"Rietzel, Hermann",S,Piano
51306*,"Sherwin, Amy",S,Vocalist
51306*,"Jordan, Arthur",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,Arion Choral Society,S,Chorus
51306*,"Sherwin, Amy",S,Vocalist
51306*,"Jordan, Arthur",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,Arion Choral Society,S,Chorus
51306*,"Sherwin, Amy",S,Vocalist
51306*,"Jordan, Arthur",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,Arion Choral Society,S,Chorus
51306*,"Sherwin, Amy",S,Vocalist
51306*,"Jordan, Arthur",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,Arion Choral Society,S,Chorus
51306*,"Sherwin, Amy",S,Vocalist
51306*,"Jordan, Arthur",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,Arion Choral Society,S,Chorus
51306*,"Sherwin, Amy",S,Vocalist
51306*,"Jordan, Arthur",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,Arion Choral Society,S,Chorus
3181*,"Joseffy, Rafael",S,Piano
9004*14,No Soloist,S,Other
5801*4,Chorus,S,Womens Chorus
5801*4,"Pollack, Fanny",S,Soprano
5801*4,"Dickerson, Jennie",S,Contralto
52461*,"Swift, Mary L.",S,Soprano
52461*,"Norman, Helen",S,Contralto
52461*,"Campanini, Italo",S,Tenor
52461*,"Remmertz, Franz",S,Baritone
52461*,Oratorio Society of New York,S,Chorus
9005*1,"Swift, Mary L.",S,Soprano
9005*1,"Norman, Helen",S,Contralto
9005*1,"Campanini, Italo",S,Tenor
9005*1,"Remmertz, Franz",S,Bass
52461*,"Swift, Mary L.",S,Soprano
52461*,"Norman, Helen",S,Contralto
52461*,"Campanini, Italo",S,Tenor
52461*,"Remmertz, Franz",S,Baritone
52461*,Oratorio Society of New York,S,Chorus
9005*1,"Swift, Mary L.",S,Soprano
9005*1,"Norman, Helen",S,Contralto
9005*1,"Campanini, Italo",S,Tenor
9005*1,"Remmertz, Franz",S,Bass
9006*5,"Sherwin, Amy",S,Soprano
9006*5,"Buxton, T.B.",S,Vocalist
9006*5,"Henne, Antonia",S,Mezzo-Soprano
9006*11,"Campanini, Italo",S,Tenor
9006*11,"Remmertz, Franz",S,Baritone
9006*11,"Steinbuch, Carl",S,Baritone
53743*1,"Henschel, Georg",S,Baritone
9187*4,"Henschel, Georg",S,Baritone
53743*1,"Henschel, Georg",S,Baritone
9187*4,"Henschel, Georg",S,Baritone
5138*,"Joseffy, Rafael",S,Piano
51328*,"Schwarz, Max",A,Viola
51306*,"Valleria, Alwina",S,Vocalist
51306*,"Harvey, Raymond",S,Vocalist
51306*,"Henschel, Georg",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Arion Choral Society,S,Chorus
51306*,"Valleria, Alwina",S,Vocalist
51306*,"Harvey, Raymond",S,Vocalist
51306*,"Henschel, Georg",S,Baritone
51306*,"Bourne, F. G.",S,Vocalist
51306*,Arion Choral Society,S,Chorus
9005*9,"Tower, W. C.",S,Tenor
9005*9,"Treumann, Max",S,Baritone
51060*,"Tower, W. C.",S,Tenor
51060*,Chorus,S,Mens Chorus
53976*,Oratorio Society of New York,S,Chorus
53976*,"Bailey, Lillian",S,Soprano
53976*,"Drasdil, Anna",S,Contralto
53976*,"Toedt, Theodore J.",S,Tenor
53976*,"Henschel, Georg",S,Bass
2229*,"Wilhelmj, August",S,Violin
8761*5,"Wilhelmj, August",S,None
2229*,"Wilhelmj, August",S,Violin
8761*5,"Wilhelmj, August",S,None
5413*1,"Henschel, Georg",S,Baritone
9187*4,"Henschel, Georg",S,Baritone
52505*,"Dengremont, Mauricio",S,Violin
9123*,"Dengremont, Mauricio",S,Violin
9123*,Unknown Soloist,A,Piano
52505*,"Dengremont, Mauricio",S,Violin
9123*,"Dengremont, Mauricio",S,Violin
9123*,Unknown Soloist,A,Piano
5424*,"Hubbell, Ida",S,Soprano
5424*,"Winant, Emily",S,Contralto
5424*,"Fritch, Christian",S,Tenor
5424*,"Remmertz, Franz",S,Bass
5424*,New York Chorus,S,Chorus
5424*,Brooklyn Philharmonic Chorus,S,Chorus
52461*,"Hubbell, Ida",S,Soprano
52461*,"Winant, Emily",S,Contralto
52461*,"Fritch, Christian",S,Tenor
52461*,"Remmertz, Franz",S,Bass
52461*,New York Chorus,S,Chorus
52461*,Brooklyn Philharmonic Chorus,S,Chorus
7443*1,"Winant, Emily",S,Contralto
3093*,"Rummel, Franz",S,Piano
7443*1,"Winant, Emily",S,Contralto
3093*,"Rummel, Franz",S,Piano
551*,"Joseffy, Rafael",S,Piano
8868*4,"Galassi, Antonio F.",S,Vocalist
7065*,"Galassi, Antonio F.",S,Vocalist
7065*,Chorus,S,Mens Chorus
8868*4,"Galassi, Antonio F.",S,Vocalist
7065*,"Galassi, Antonio F.",S,Vocalist
7065*,Chorus,S,Mens Chorus
5317*,"Winant, Emily",S,Contralto
5436*,"Winant, Emily",S,Contralto
8849*10,"Campanini, Italo",S,Tenor
2861*,"Campanini, Italo",S,Tenor
8849*10,"Campanini, Italo",S,Tenor
2861*,"Campanini, Italo",S,Tenor
54109*,"Schiller, Madeleine",S,Piano
1977*,"Schiller, Madeleine",S,Piano
1977*,"Schiller, Madeleine",S,Piano
743*,"Brandt, Hermann",S,Violin
743*,"Arnold, Richard",S,Violin
8868*4,"Galassi, Antonio F.",S,Vocalist
53976*,Oratorio Society of New York,S,Chorus
53976*,"Simms, Hattie Louise",S,Soprano
53976*,"Drasdil, Anna",S,Contralto
53976*,"King, A.L.",S,Tenor
53976*,"Remmertz, Franz",S,Bass
7055*,"Simms, Hattie Louise",S,Soprano
8709*17,"Simms, Hattie Louise",S,Soprano
8709*17,"Cole, Belle",S,Vocalist
7055*,"Simms, Hattie Louise",S,Soprano
8709*17,"Simms, Hattie Louise",S,Soprano
8709*17,"Cole, Belle",S,Vocalist
3163*,"Joseffy, Rafael",S,Piano
3880*,"Banner, Michael",S,Violin
3880*,"Banner, Michael",S,Violin
5454*1,"Osgood, E. Aline",S,Vocalist
9834*3,"String Section, Entire",A,Orchestra
9834*4,"String Section, Entire",A,Orchestra
1914*6,"Osgood, E. Aline",S,Vocalist
1914*6,"Toedt, Theodore J.",S,Tenor
9004*14,No Soloist,S,Other
7245*1,"Little, Lena",S,Contralto
5066*7,"Little, Lena",S,Contralto
5594*4,"Little, Lena",S,Contralto
9004*14,No Soloist,S,Other
7245*1,"Little, Lena",S,Contralto
5066*7,"Little, Lena",S,Contralto
5594*4,"Little, Lena",S,Contralto
9009*1,"Schell, Hattie",S,Vocalist
9009*1,"Wurmb, Amalia",S,Vocalist
9009*1,"Henne, Antonia",S,Mezzo-Soprano
9009*1,"Steins, Oscar",S,Vocalist
9009*1,"Remmertz, Franz",S,Baritone
9009*4,"Toedt, Theodore J.",S,Tenor
9009*8,"Schell, Hattie",S,Vocalist
9009*8,"Wurmb, Amalia",S,Vocalist
9009*8,"Henne, Antonia",S,Mezzo-Soprano
9009*8,"Toedt, Theodore J.",S,Tenor
9009*8,"Steins, Oscar",S,Vocalist
9009*8,"Remmertz, Franz",S,Baritone
51356*,"Little, Lena",S,Contralto
51356*,"Toedt, Theodore J.",S,Tenor
51356*,"Remmertz, Franz",S,Bass
51356*,Oratorio Society of New York,S,Chorus
51356*,"Little, Lena",S,Contralto
51356*,"Toedt, Theodore J.",S,Tenor
51356*,"Remmertz, Franz",S,Bass
51356*,Oratorio Society of New York,S,Chorus
5483*,"Rietzel, Hermann",S,Piano
9187*2,"Campanini, Italo",S,Tenor
9008*17,"Remmertz, Franz",S,Bass
9008*17,"Heinrich, Max",S,Vocalist
9008*17,Trinity Boys' Choir,S,Boys Choir
9008*17,St. Chrysostomus Chapel Boys' Choir,S,Boys Choir
9008*17,"Remmertz, Franz",S,Bass
9008*17,"Heinrich, Max",S,Vocalist
9008*17,Trinity Boys' Choir,S,Boys Choir
9008*17,St. Chrysostomus Chapel Boys' Choir,S,Boys Choir
51327*,"Thursby, Emma",S,Soprano
4242*,"Thursby, Emma",S,Soprano
2579*,"Joseffy, Rafael",S,Piano
6709*13,"Hauk, Minnie",S,Soprano
5320*,"Schenck, Emil",A,Cello
5562*,"Hauk, Minnie",S,Vocalist
7325*,"Hauk, Minnie",S,Vocalist
6709*13,"Hauk, Minnie",S,Soprano
5320*,"Schenck, Emil",A,Cello
5562*,"Hauk, Minnie",S,Vocalist
7325*,"Hauk, Minnie",S,Vocalist
53976*,Oratorio Society of New York,S,Chorus
53976*,"Beebe, Henriette",S,Soprano
53976*,"Drasdil, Anna",S,Contralto
53976*,"Woodruff, A. D.",S,Tenor
53976*,"Winch, John F.",S,Bass
50235*,"Henne, Antonia",S,Mezzo-Soprano
50235*,Liederkranz of the City of New York,S,Mens Chorus
5861*1,"Albani, Emma",S,Soprano
3888*12,"Albani, Emma",S,Soprano
7781*,"Albani, Emma",S,Soprano
5861*1,"Albani, Emma",S,Soprano
3888*12,"Albani, Emma",S,Soprano
7781*,"Albani, Emma",S,Soprano
2229*,"Rhodes, John F.",S,Violin
3181*,"Schiller, Madeleine",S,Piano
3181*,"Schiller, Madeleine",S,Piano
9001*10,"Remmertz, Franz",S,Baritone
51306*,"Hauk, Minnie",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Heinrich, Max",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
51306*,"Hauk, Minnie",S,Vocalist
51306*,"Remmertz, Franz",S,Baritone
51306*,"Heinrich, Max",S,Vocalist
51306*,Oratorio Society of New York,S,Chorus
551*,"Joseffy, Rafael",S,Piano
53159*2,"Scalchi, Sofia",S,Contralto
50262*,"Schenck, Emil",S,Cello
8957*15,"Scalchi, Sofia",S,Contralto
50168*3,"Scalchi, Sofia",S,Contralto
53159*2,"Scalchi, Sofia",S,Contralto
50262*,"Schenck, Emil",S,Cello
8957*15,"Scalchi, Sofia",S,Contralto
50168*3,"Scalchi, Sofia",S,Contralto
8863*4,"Huntington, Agnes B.",S,Vocalist
5505*,"Huntington, Agnes B.",S,Vocalist
5505*,"Dulcken, Ferdinand",A,Piano
5510*,"Huntington, Agnes B.",S,Vocalist
5510*,"Dulcken, Ferdinand",A,Piano
52502*,"Musin, Ovide",S,Violin
